Symbol,Name,Market Cap,P/E ttm,EPS ttm,Net Income(a),Beta,Dividend(a),Div Yield
LL,Lumber Liquidators Holdings Inc,682662000,19.59,1.18,9660000,2.5,0,0.00%
LMAT,Lemaitre Vascular,718867000,40.8,0.81,17930000,1.33,0.38,1.07%
LMNX,Luminex Corp,1048267000,96.48,0.23,-3840000,0.56,0.36,1.59%
LNN,Lindsay Corp,1145151000,29.43,3.56,38630000,0.24,1.28,1.21%
LNTH,Lantheus Holdings,748640000,10.43,1.08,31670000,0.96,0,0.00%
LOCO,El Pollo Loco,632227000,23.39,0.74,24900000,1.5,0,0.00%
LPG,Dorian Lpg Ltd,430617000,3.39,2.44,111840000,1.13,0,0.00%
LPI,Laredo Petroleum Holdings Inc,97288000,0.68,11.83,-342460000,4.54,0,0.00%
LPSN,Liveperson Inc,3781845000,0,-1.33,-96070000,1.4,0,0.00%
LQDT,Liquidity Services,296191000,0,-0.24,-19260000,1.16,0,0.00%
LTC,Ltc Properties,1310324000,10.53,2.64,80530000,0.8,2.28,6.83%
LTHM,Livent Corp,1594147000,52.79,0.19,50200000,2.11,0,0.00%
LXP,Lexington Realty Trust,2773336000,12.82,1.04,279910000,0.68,0.42,4.19%
LZB,La-Z-Boy Inc,1602041000,17.81,1.91,77470000,1.22,0.28,0.80%
M,Macy's Inc,1923525000,0,-0.65,564000000,1.55,0,0.00%
MANT,Mantech Intl Cp A,2580909000,19.78,3.15,113890000,0.69,1.28,2.00%
MATW,Matthews Intl Corp,685016000,7.37,2.91,-37990000,1.14,0.84,3.83%
MATX,Matson Inc,2292074000,24.8,2.05,82700000,1.21,0.92,1.73%
MCRI,Monarch Casino,753248000,43.48,0.95,31820000,1.62,0,0.00%
MCS,Marcus Corp,233571000,0,-0.86,42020000,1.5,0,0.00%
MDC,M.D.C. Holdings,2737655000,11.06,4.08,238310000,1.49,1.32,3.06%
MDP,Meredith Corp,528270000,4.54,2.44,-234300000,1.66,0,0.00%
MDRX,Allscripts Hlthcare,1673692000,23.33,0.42,-182180000,1.08,0,0.00%
MED,Medifast Inc,1773927000,23.41,6.4,77920000,1.18,4.52,3.00%
MEI,Methode Electronics,1134532000,10.33,2.9,123400000,1.29,0.44,1.46%
MERC,Mercer Intl Inc,410358000,0,-1.2,-9640000,1.78,0.26,4.17%
MGLN,Magellan Health,1887872000,16.39,4.46,55900000,1.16,0,0.00%
MGPI,MGP Ingredients Inc,726583000,16.82,2.39,38790000,1.61,0.48,1.12%
MHO,M/I Homes,1226536000,6.25,5.87,127590000,2.09,0,0.00%
MIK,The Michaels Comp,1254697000,5.78,1.53,272600000,3.04,0,0.00%
MLAB,Mesa Labs Inc,1359009000,65.89,3.97,1350000,0.4,0.64,0.24%
MLI,Mueller Industries,1641050000,13.63,2.08,100970000,1.2,0.4,1.39%
MMI,Marcus & Millichap,1238439000,22.55,1.34,76930000,1.01,0,0.00%
MMSI,Merit Medical Sys,2862420000,32.61,1.37,5450000,1.11,0,0.00%
MNRO,Monro Muffler Brak,1412325000,33.28,1.43,58020000,1.11,0.88,2.07%
MOG.A,Moog Inc Cl A,2004959000,11.99,5.16,179750000,1.52,1,1.63%
MOV,Movado Group Inc,258932000,33.09,0.34,42700000,0.67,0,0.00%
MPAA,Motorcar Parts Amer,292923000,10.39,1.42,-7290000,1.68,0,0.00%
MRTN,Marten Transport L,1276317000,19.15,0.8,61070000,0.97,0.16,1.04%
MSTR,Microstrategy Cl A,1568777000,47.83,2.54,34360000,0.65,0,0.00%
MTDR,Matador Resources Company,807364000,10.55,0.88,87780000,4.79,0,0.00%
MTH,Meritage Corp,3347467000,9.49,9.7,249660000,1.66,0,0.00%
MTOR,Meritor Inc,1783370000,14.51,1.74,291000000,2.36,0,0.00%
MTRN,Materion Corp,1053345000,23.63,2.15,50660000,1.41,0.46,0.89%
MTRX,Matrix Service Company,198185000,19.18,0.38,-33070000,1.49,0,0.00%
MTSC,M T S Systems Cp,449154000,15.32,1.45,43070000,1.68,0,0.00%
MXL,Maxlinear Inc,1942692000,139.72,0.18,-19900000,1.93,0,0.00%
MYE,Myers Industries,513300000,19.06,0.72,24330000,1.53,0.54,3.77%
MYGN,Myriad Genetics Inc,982956000,0,-0.37,-199500000,1.43,0,0.00%
MYRG,MYR Group Inc,725337000,13.26,2.77,37690000,0.83,0,0.00%
NBHC,National Bank Holdings Corp,922878000,11.34,2.65,80370000,1.15,0.8,2.65%
NBR,Nabors Industries,222559000,0,-61.81,-702890000,3.33,0,0.00%
NBTB,NBT Bancorp Inc,1195814000,11.95,2.18,121020000,0.7,1.08,3.94%
NEO,Neogenomics Inc,4566321000,1328.33,0.03,8010000,0.8,0,0.00%
NEOG,Neogen Cp,3699610000,59.43,1.15,59480000,0.55,0,0.00%
NFBK,Northfield Bncrp Del,533385000,14.14,0.81,40240000,0.69,0.44,4.38%
NMIH,Nmi Holdings Inc,1832636000,8.05,2.61,171960000,1.88,0,0.00%
NP,Neenah Paper,637636000,12.81,2.86,55400000,1.39,1.88,4.95%
NPK,National Presto Industries,578141000,13.07,4.64,42220000,0.71,1,1.21%
NPO,Enpro Industries,1213698000,20.09,2.86,38300000,1.67,1.04,1.76%
NR,Newpark Resources,67607000,0,-0.34,-12950000,3.06,0,0.00%
NSA,National Storage Affiliates Tru,2353994000,21.01,0.1,3980000,0.46,1.36,3.97%
NSIT,Insight Enterpr,1894184000,9.54,5.72,159410000,1.57,0,0.00%
NTGR,Netgear Inc,976066000,37.18,0.88,25790000,1.12,0,0.00%
NTUS,Natus Medical Inc,602904000,23.81,0.73,-15670000,0.75,0,0.00%
NWBI,Northwest Bancshares,1346436000,11.84,0.87,110430000,0.67,0.76,7.21%
NWN,Northwest Natural Gas Company,1366062000,21.55,2.06,61740000,0.42,1.91,4.27%
NX,Quanex Building Products Corp,598035000,18.7,0.99,-46730000,1.6,0.32,1.76%
NXGN,Nextgen Healthcare Inc,926268000,19.9,0.69,7500000,1.12,0,0.00%
NXRT,Nexpoint Residential Trust Inc,1093455000,17.93,5.01,99140000,1.03,1.25,2.78%
NYMT,New York Mtge Trust,978357000,0,-1.28,173740000,1.78,0.3,11.58%
ODP,Office Depot,1036447000,5.03,3.83,99000000,2.29,0,0.00%
OFG,Ofg Bancorp,733677000,13.27,1.06,53840000,1.68,0.28,1.96%
OFIX,Orthofix Intl NV,611924000,76.07,0.42,-28460000,0.98,0,0.00%
OII,Oceaneering International,382255000,0,-0.37,-348440000,3.41,0,0.00%
OIS,Oil States International,151967000,0,-0.72,-231810000,3.52,0,0.00%
OMCL,Omnicell Inc,3795216000,53.44,1.81,61340000,0.83,0,0.00%
OMI,Owens & Minor,1590937000,35.54,0.7,-62370000,0.34,0.01,0.04%
ONB,Old National Bncp,2299746000,10.05,1.36,238210000,1,0.56,4.02%
ONTO,Onto Innovation Inc,1603572000,20.71,1.52,1910000,1.2,0,0.00%
OPI,Office Properties Income Trust,884019000,3.2,1.53,30340000,1.23,2.2,12.00%
OSIS,O S I Systems Inc,1453231000,16.8,4.6,75250000,0.91,0,0.00%
OSPN,Onespan Inc,933987000,32.77,0.7,8790000,0.9,0,0.00%
OSUR,Orasure Tech Inc,1122745000,0,-0.15,16660000,0.43,0,0.00%
OXM,Oxford Industries,738325000,0,-0.31,68490000,1.36,1,2.29%
PAHC,Phibro Anl Htlh A,689319000,15.9,1.08,33550000,0.37,0.48,2.82%
PARR,Par Petroleum Corp,352391000,0,-1.12,40810000,1.95,0,0.00%
PATK,Patrick Inds Inc,1351131000,20.91,2.72,89570000,2.39,1,1.74%
PBF,PBF Energy Inc,529853000,0,-3.12,319400000,2.68,0,0.00%
PBI,Pitney Bowes Inc,1285999000,15.66,0.47,194610000,3,0.2,2.69%
PCRX,Pacira Pharm Inc,2270455000,58.51,0.89,-11020000,1.22,0,0.00%
PDCE,Pdc Energy Inc,1172292000,0,-0.63,-56670000,3.13,0,0.00%
PDFS,Pdf Solutions Inc,705220000,0,-0.19,-5420000,1.5,0,0.00%
PETS,Petmed Express Inc,620728000,20.19,1.41,25850000,0.7,1.12,3.66%
PFBC,Preferred Bank LA,515162000,7.35,4.57,78370000,1.46,1.2,3.51%
PFS,Provident Financial Services,880735000,9.78,1.34,112630000,0.98,0.92,6.88%
PGTI,Pgt Inc,978196000,19.21,0.85,43690000,1.41,0,0.00%
PIPR,Piper Jaffray Companies,1496713000,10.33,7.94,111710000,1.38,1.2,1.44%
PKE,Park Electrochemical Corp,217873000,24.91,0.43,9550000,0.79,0.4,3.74%
PLAB,Photronics Inc,653357000,16.52,0.58,29790000,0.79,0,0.00%
PLAY,Dave & Buster's Ente,831723000,0,-1.66,100260000,1.74,0,0.00%
PLCE,Children's Place Inc,371265000,17.39,1.44,73300000,1.61,0,0.00%
PLMR,Palomar Holdings Inc,2359865000,49.04,1.9,10620000,0.14,0,0.00%
PLT,Plantronics,773728000,15.01,1.12,-827180000,1.91,0,0.00%
PLUS,Eplus Inc,911439000,13,5.26,69080000,1.14,0,0.00%
PLXS,Plexus Cp,1997502000,16.96,3.74,108620000,1.1,0,0.00%
PMT,Pennymac Mortgage Investment Trust,1523871000,0,-0.22,226360000,1.08,1.6,10.42%
PNTG,The Pennant Group Inc,1109447000,65.9,0.59,2550000,N/A,0,0.00%
POWI,Power Integratn,3489008000,50.94,1.1,193470000,1.02,0.44,0.75%
POWL,Powell Inds Inc,278876000,13.78,1.72,9890000,1.33,1.04,4.33%
PPBI,Pacific Premier Bncp,2391823000,13.83,1.79,159720000,1.43,1,3.94%
PRA,Pro-Assurance Corp,848752000,0,-1.59,1000000,0.27,0.2,1.27%
PRAA,Pra Group Inc,1574299000,12.58,2.83,86160000,1.44,0,0.00%
PRDO,Perdoceo Education Corp,768045000,7.34,1.49,69980000,1.77,0,0.00%
PRFT,Perficient Inc,1277427000,22.02,1.76,37130000,1.44,0,0.00%
PRGS,Progress Software,1630888000,14.26,2.54,26400000,1.02,0.66,1.83%
PRK,Park National Corp,1515993000,14.37,6.38,102700000,0.85,4.08,4.39%
PRLB,Proto Labs Inc,3173326000,54.15,2.17,63660000,1.85,0,0.00%
PRSC,Providence Svc Cp,1631626000,27.21,4.37,970000,0.84,0,0.00%
PSMT,Pricesmart Inc,2185274000,28.14,2.57,73190000,0.9,0.7,0.98%
PTEN,Patterson-Uti Energy,472485000,0,-2.05,-425700000,2.76,0.08,3.17%
PUMP,Propetro Holding Corp,393502000,7.25,0.53,163010000,3.35,0,0.00%
PVAC,Penn VA Corp,124898000,0.98,7.9,70590000,3.79,0,0.00%
QEP,Qep Resources,227785000,4.84,0.1,-97300000,4.88,0.04,4.26%
QNST,Quinstreet Inc,889282000,26.42,0.34,18100000,1.07,0,0.00%
RAVN,Raven Industries Inc,786081000,24.8,0.87,35200000,1.44,0.52,2.37%
RC,Ready Capital Corp,626650000,7.21,1.54,72970000,0.99,1.2,10.51%
RCII,Rent-A-Center Inc,1748807000,10.36,2.52,173550000,1.55,1.16,3.57%
RCM,R1 Rcm Inc,2074643000,176.4,0.1,12000000,0.57,0,0.00%
RDNT,Radnet Inc,772078000,0,-0.2,14760000,1.46,0,0.00%
REGI,Renewable Energy,2253003000,19.15,2.88,389730000,1.17,0,0.00%
RES,RPC Inc,503388000,0,-0.29,-87110000,2.1,0,0.00%
REX,Rex American Resources Corp,454598000,0,-1.11,7430000,1.29,0,0.00%
REZI,Resideo Technologies Inc,1276287000,10.1,0.99,36000000,1.91,0,0.00%
RGNX,Regenxbio Inc,1094633000,0,-3.65,-94730000,0.95,0,0.00%
RGP,Resources Connection Inc,349866000,11.68,0.92,28290000,1.09,0.56,5.19%
RGR,Sturm Ruger & Company,1199526000,17.37,2.65,32290000,0.42,1.68,2.45%
RGS,Regis Corp,201999000,0,-0.63,-171360000,2.53,0,0.00%
RLGY,Realogy Holdings Corp,1379460000,13.01,0.76,-188000000,2.93,0,0.00%
RMAX,Re/Max Holdings Inc,610235000,22.57,1.44,25040000,1.64,0.88,2.61%
RMBS,Rambus Inc,1601516000,0,-0.26,-90420000,0.87,0,0.00%
ROCK,Gibraltar Ind Inc,1913281000,22.05,2.88,65090000,1.39,0,0.00%
ROG,Rogers Corp,1923151000,21.49,4.7,47320000,1.73,0,0.00%
ROIC,Retail Opp Invts Cp,1191851000,9.4,0.39,48840000,1.28,0,0.00%
RPAI,Retail Properties of America,1163394000,5.39,0.03,32400000,1.27,0.2,3.68%
RPT,Ramco-Gershenson Properties Trust,403920000,5.21,0.8,91510000,1.18,0,0.00%
RRC,Range Resources Corp,1987181000,0,-0.05,-1716300000,2.78,0,0.00%
RRD,Donnelley [R.R.] & Sons Company,84966000,1.23,0.99,-93200000,2.47,0,0.00%
RRGB,Red Robin Gourmet Burgers Inc,191931000,0,-10.57,-7900000,2.4,0,0.00%
RUTH,Ruth's Hospitality,405805000,38.14,0.28,42210000,2.03,0,0.00%
RWT,Redwood Trust,989676000,55,0.15,169180000,1.07,0.56,6.50%
RYAM,Rayonier Advanced Materials Inc,230598000,0,-1.66,-22450000,3.67,0,0.00%
SAFE,Safehold Inc,3586505000,61.23,1.13,27690000,-0.45,0.65,0.93%
SAFT,Safety Ins Group Inc,1055180000,11.82,5.94,99600000,0.31,3.6,5.14%
SAH,Sonic Automotive,1565565000,13.87,2.67,144140000,2.76,0.4,1.09%
SAIA,Saia Inc,3842857000,34.42,4.12,113720000,1.03,0,0.00%
SANM,Sanmina Corp,1663606000,10.2,2.37,141520000,0.89,0,0.00%
SBCF,Seacoast Banking Cp,1107374000,12.61,1.63,98740000,1.33,0,0.00%
SBSI,Southside Bancshares,869098000,12.19,2.12,74550000,0.59,1.24,4.71%
SCHL,Scholastic Cp,686454000,34.47,0.59,-43800000,0.89,0.6,2.99%
SCL,Stepan Company,2618178000,21.52,5.35,103130000,1,1.1,0.94%
SCSC,Scansource Inc,506966000,9.74,2.05,-192650000,1.37,0,0.00%
SCVL,Shoe Carnival Inc,442630000,42.49,0.73,42910000,1.28,0.36,1.15%
SEM,Select Medical Holdings Corp,2955378000,15.37,1.39,148450000,1.42,0,0.00%
SENEA,Seneca Foods Cp A,341343000,4.98,7.66,52340000,0.76,0,0.00%
SFBS,Servisfirst Bancs,1971003000,12.24,2.95,149240000,1.32,0.7,1.91%
SFNC,Simmons First Natl,1840735000,6.58,2.49,238170000,0.99,0.68,4.03%
SGH,Smart Global Holdings Inc,643101000,12.96,1.93,-1140000,0.87,0,0.00%
SHAK,Shake Shack Inc,2852185000,0,-0.11,19830000,1.71,0,0.00%
SHEN,Shenandoah Telecom,2189002000,31.09,1.41,54940000,0.42,0.29,0.66%
SHOO,Steven Maddens Ltd,1983983000,32.81,1.03,141310000,1.05,0,0.00%
SIG,Signet Jewelers Ltd,1266177000,125.53,0.19,105500000,2.67,0.74,3.06%
SITC,Site Centers Corp,1334950000,6.27,0.23,100700000,1.35,0,0.00%
SJI,South Jersey Industries,1955431000,0,0.84,76920000,0.76,1.18,6.07%
SKT,Tanger Factory Outlet Centers,583265000,3.43,0.07,87860000,1.78,0,0.00%
SKYW,Skywest Inc,1463278000,8.42,3.3,340100000,1.9,0,0.00%
SLCA,U.S. Silica Holdings Inc,194333000,0,-0.82,-329080000,2.88,0,0.00%
SLP,Simulations Plus Inc,1187702000,125.59,0.54,8580000,-0.17,0.24,0.36%
SM,Sm Energy Company,168255000,0,-0.35,-187000000,5.52,0.02,1.36%
SMP,Standard Motor Products,1040522000,14.7,2.56,57920000,0.73,0,0.00%
SNBR,Sleep Number Corp,1773394000,17.86,3.52,81850000,2.16,0,0.00%
SNEX,Stonex Group Inc,1060398000,8.8,6.11,85100000,1.39,0,0.00%
SPOK,Spok Holdings Inc,169545000,107.88,-0.15,-10770000,0.23,0.5,5.62%
SPPI,Spectrum Pharma Inc,510069000,0,-0.99,-112690000,2.22,0,0.00%
SPSC,Sps Commerce Inc,2993256000,71.31,1.14,33710000,0.83,0,0.00%
SPTN,Spartannash Company,676169000,9.94,1.93,5740000,0.98,0.77,4.08%
SPXC,SPX Corp,2005687000,15.52,2.82,65300000,1.29,0,0.00%
SRDX,Surmodics Inc,527368000,56.87,0.67,7590000,0.98,0,0.00%
SSD,Simpson Manufacturing Company,3839276000,20.71,3.65,133980000,1.36,0.92,1.04%
SSP,E.W. Scripps Company,754032000,0,-0.27,-18380000,1.76,0.2,2.16%
SSTK,Shutterstock Inc,2430563000,48.02,0.99,20110000,1.12,0.68,1.01%
STAR,Istar Financial Inc,907727000,0,-1.42,324040000,0.71,0.44,3.64%
STBA,S&T Bancorp Inc,776012000,9.65,2.01,98230000,0.65,1.12,5.67%
STC,Stewart Information Services Corp,1036919000,8.62,5.01,78620000,1.05,1.2,2.74%
STMP,Stamps.com Inc,4071129000,41.3,5.86,59230000,0.5,0,0.00%
SUPN,Supernus Pharm,966384000,8.01,2.21,113060000,1.39,0,0.00%
SWM,Schweitzer-Mauduit International,1023414000,8.7,3.56,85800000,1.19,1.76,5.39%
SWN,Southwestern Energy Company,1671155000,7.92,0.36,891000000,1.5,0,0.00%
SXC,Suncoke Energy Inc,307069000,14.08,0.25,-152300000,0.8,0.24,6.47%
SXI,Standex International Corp,754293000,16.7,3.61,20190000,1.4,0.88,1.44%
SYKE,Sykes Enterprises,1372685000,14.18,2.4,64080000,0.94,0,0.00%
TALO,Talos Energy Inc,468071000,3.32,1.88,58730000,3.22,0,0.00%
TBI,Trueblue Inc,550186000,30.5,1.02,63070000,1.81,0,0.00%
TBK,Triumph Bancorp,1047511000,26.76,1.64,58540000,1.28,0,0.00%
TCMD,Tactile Systems Technology Inc,743712000,641.67,0.06,10970000,1.74,0,0.00%
TG,Tredegar Corp,494040000,10.89,1.32,48260000,0.99,0.48,3.26%
TGI,Triumph Group,337433000,3.45,1.83,-28130000,2.61,0,0.00%
THRM,Gentherm Inc,1541642000,28.83,1.54,37510000,1.46,0,0.00%
TILE,Interface Inc,372365000,4.18,1.52,79200000,1.8,0.04,0.63%
TISI,Team Inc,174886000,0,-1.03,-32420000,1.72,0,0.00%
TMP,Tompkinstrustco,839379000,10.92,5.03,81720000,0.64,2.08,3.70%
TMST,Timken Steel Corp,172938000,0,-1.27,-110000000,1.93,0,0.00%
TNC,Tennant Company,1118243000,21.38,2.8,45800000,1.15,0.88,1.45%
TPRE,Third Point Reinsurance Ltd Company,741325000,0,-0.5,200620000,1.12,0,0.00%
TRHC,Tabula Rasa Healthcare Inc,825412000,0,-0.66,-32440000,1.08,0,0.00%
TRST,Trustco Bank Corp NY,520738000,9.85,0.55,57840000,1.22,0.27,5.05%
TRUP,Trupanion Inc,2541484000,1430,0.05,-1810000,1.54,0,0.00%
TSE,Trinseo S.A.,1210449000,0,-1.67,92000000,1.87,1.6,5.06%
TTEC,Teletech Hlds,2577380000,22.32,2.44,77160000,0.65,0.8,1.45%
TTGT,Techtarget Inc,1243846000,78.61,0.57,16880000,0.92,0,0.00%
TTMI,TTM Technologies,1292440000,0,0.41,41300000,1.79,0,0.00%
TUP,Tupperware Corp,1574232000,22.33,0.52,12400000,3.47,0,0.00%
TVTY,Tivity Health,671099000,9.18,1.53,-286820000,2.33,0,0.00%
TWI,Titan International,180944000,0,-1.03,-48430000,1.96,0,0.00%
UBA,Urstadt Biddle Properties Inc,383041000,7.73,0.32,37280000,0.69,0.56,5.86%
UCBI,United Comm Banks,1793429000,10.74,1.89,185720000,1.31,0.72,3.47%
UCTT,Ultra Clean Holdings,887992000,10.02,1.7,-9400000,1.57,0,0.00%
UEIC,Universal Elect IN,537218000,18.25,2.11,3630000,1.04,0,0.00%
UFCS,United Fire Group,551433000,0,-1.65,14820000,0.11,1.32,5.99%
UFI,Unifi Inc,274307000,0,-0.54,-57240000,1.04,0,0.00%
UFPI,Universal Forest Prd,3071295000,14.11,3.59,179650000,1.58,0.5,1.00%
UHT,Universal Health Realty Income Trust,767815000,16.79,1.43,18960000,0.68,2.76,4.95%
UIHC,United Insurance Hld,193806000,0,-0.63,-29870000,0.78,0.24,5.33%
UIS,Unisys Corp,816342000,12.96,0.95,-17200000,0.61,0,0.00%
UNF,Unifirst Corp,3151186000,23.24,7.12,135770000,0.89,1,0.60%
UNFI,United Nat Foods,868666000,5.28,2.9,-274140000,1.5,0,0.00%
UNIT,Uniti Group Inc,2161362000,5.16,-3.63,10580000,0.86,0.6,6.46%
USCR,U S Concrete Inc,579686000,24.72,1.23,14900000,1.53,0,0.00%
USNA,Usana Health Sciences Inc,1652803000,14.92,5.4,100530000,1.03,0,0.00%
USPH,U.S. Physical Therapy,988654000,37.23,2.5,40040000,1.22,0.62,0.81%
UVE,Universal Insurance Holdings Inc,383192000,0,0.35,46510000,1,0.64,5.32%
UVV,Universal Corp,969275000,12.04,3.29,71680000,0.63,3.08,7.78%
VBTX,Veritex Holdings,945775000,12.03,1.62,90740000,1.87,0.68,3.57%
VECO,Veeco Instrument,645948000,33.68,0.19,-78730000,1.15,0,0.00%
VG,Vonage Holdings,2666695000,80.15,0.13,-19480000,0.52,0,0.00%
VGR,Vector Group Ltd,1419493000,11.86,0.8,100970000,0.97,0.8,8.64%
VIAV,Viavi Solutions,2871788000,21.52,0.56,28700000,0.85,0,0.00%
VICR,Vicor Cp,3427033000,438.17,0.18,14100000,0.8,0,0.00%
VIVO,Meridian Bioscience,831971000,19.56,1.01,24380000,0.6,0,0.00%
VNDA,Vanda Pharmaceuticals,600615000,28.01,2.09,115550000,0.48,0,0.00%
VRA,Vera Bradley,220499000,10.38,0.63,16050000,1.6,0,0.00%
VREX,Varex Imaging Corp,530196000,21.9,0.59,15500000,0.86,0,0.00%
VRTS,Virtus Inv Partners,1216630000,10.35,15.37,95650000,1.66,2.68,1.69%
VRTU,Virtusa Corp,1518531000,31.72,1.58,47900000,1.39,0,0.00%
VRTV,Veritiv Corp,225377000,15.54,0.95,-29500000,2.03,0,0.00%
VSTO,Vista Outdoor Inc,1252978000,26.59,0.83,-155080000,0.4,0,0.00%
VTOL,Bristow Group Inc,639816000,5.43,3.75,-7230000,1.37,0,0.00%
VVI,Viad Corp,415854000,0,-1.46,22040000,1.58,0,0.00%
WABC,Westamerica Bancorp,1416137000,18.39,2.86,80390000,0.7,1.64,3.12%
WD,Walker & Dunlop,2088011000,9.53,6.17,173370000,1.27,1.44,2.15%
WDFC,W D 40 Company,3464075000,55.74,4.4,60710000,-0.05,2.68,1.06%
WDR,Waddell & Reed Financial,1007436000,9.17,1.67,114990000,1.44,1,6.47%
WETF,Wisdomtree Invstmnts,538055000,14.67,0.24,-10430000,1.9,0.12,3.34%
WGO,Winnebago Industries,1647053000,19.51,2.59,61440000,2.13,0.48,0.98%
WIRE,Encore Wire Cp,952579000,15.26,2.77,58130000,1.24,0.08,0.17%
WNC,Wabash National Corp,758243000,18.64,0.76,89580000,1.93,0.32,2.23%
WPG,Washington Prime Group Inc,111524000,0.72,-0.34,4270000,1.36,0,0.00%
WRE,Washington Real Estate Investment,1445190000,11.08,0.52,383550000,0.76,1.2,6.84%
WRLD,World Acceptance Cp,649887000,9.34,9.6,28160000,1.79,0,0.00%
WSR,Whitestone REIT,258305000,6.33,0.47,23680000,1.3,0.42,6.89%
WTS,Watts Water Technologies,3716483000,29.61,3.73,131500000,0.93,0.92,0.83%
WWW,Wolverine World Wide,2244248000,16.46,1.63,128500000,1.59,0.4,1.46%
XHR,Xenia Hotels & Resorts Inc,995146000,11.04,-0.97,55400000,1.04,0,0.00%
XNCR,Xencor Inc,2243353000,0,-1.4,26880000,0.8,0,0.00%
XPER,Xperi Holding Corp,1388429000,4.89,2.56,-62530000,0.36,0.2,1.56%
YETI,Yeti Holdings Inc,4546325000,42.15,1.24,50430000,2.8,0,0.00%
ZEUS,Olympic Steel Inc,131460000,0,-0.59,3860000,1.56,0.08,0.67%
ZUMZ,Zumiez Inc,741085000,11.84,2.45,66880000,1.55,0,0.00%
ZYXI,Zynex Inc,466919000,42.65,0.33,9490000,0.6,0,0.00%
